01.04.2010;#000.8013;;Randsteinlinie (unten);Linie;13;;
01.10.2010;#001.8031;;Randstein unten, Hochbord Granit;Punkt;131;;
01.10.2010;#001.8031;;Randstein unten, Hochbord Granit;Linie;131;;
01.10.2010;#001.8032;;Randstein unten, Hochbord Beton;Punkt;132;;
01.10.2010;#001.8032;;Randstein unten, Hochbord Beton;Linie;132;;
01.10.2010;#001.8033;;Randstein unten, Rundbordsteine Granit;Punkt;133;;
01.10.2010;#001.8033;;Randstein unten, Rundbordsteine Granit;Linie;133;;
01.10.2010;#001.8034;;Randstein unten, Rundbordsteine Beton;Punkt;134;;
01.10.2010;#001.8034;;Randstein unten, Rundbordsteine Beton;Linie;134;;
01.04.2010;#001.8035;;Randstein unten, Flachbordstein Granit;Punkt;135;;
01.04.2010;#001.8035;;Randstein unten, Flachbordstein Granit;Linie;135;;
01.10.2010;#001.8036;;Randstein unten, Flachbordstein Beton;Punkt;136;;
01.10.2010;#001.8036;;Randstein unten, Flachbordstein Beton;Linie;136;;
01.04.2010;#001.8037;;Randstein unten, Tiefbord Granit;Punkt;137;;
01.04.2010;#001.8037;;Randstein unten, Tiefbord Granit;Linie;137;;
01.04.2010;#001.8038;;Randstein unten, Tiefbord Beton;Punkt;138;;
01.04.2010;#001.8038;;Randstein unten, Tiefbord Beton;Linie;138;;
01.04.2010;#001.8039;;Randstein unten, sonstige Randsteine;Punkt;139;;
01.04.2010;#001.8039;;Randstein unten, sonstige Randsteine;Linie;139;;
01.04.2010;#000.8014;;Randstein oben;Punkt;14;;
01.04.2010;#000.8014;;Randstein oben;Linie;14;;
01.04.2010;#001.8045;;Randstein oben - Beginn / Ende Absenkung;Punkt;145;;
01.04.2010;#001.8046;;Randstein oben - abgesenkt;Punkt;146;;
01.04.2010;#001.8046;;Randstein oben - abgesenkt;Linie;146;;
01.04.2010;#000.8015;;Bankett;Punkt;15;;
01.04.2010;#000.8015;;Bankett;Linie;15;;
01.04.2010;#001.8051;;Auffüllung (eben - ohne Böschungsschraffen);Punkt;151;;
01.04.2010;#001.8051;;Auffüllung (eben - ohne Böschungsschraffen);Linie;151;;
01.04.2010;#001.8052;;Abgrabung (eben - ohne Böschungsschraffen);Punkt;152;;
01.04.2010;#001.8052;;Abgrabung (eben - ohne Böschungsschraffen);Linie;152;;
01.04.2010;#000.8016;;Längsmarkierung;Punkt;16;;
01.04.2010;#000.8016;;Längsmarkierung;Linie;16;;
01.04.2010;#001.8060;;Fahrbahnbegrenzung, nicht unterbrochene Leitlinie;Linie;160;;
01.04.2010;#001.8061;;Leitlinie außerorts, außerhalb von Knotenpunkten;Linie;161;;
01.04.2010;#001.8062;;Leitlinie innerorts, außerhalb von Knotenpunkten;Linie;162;;
01.04.2010;#001.8063;;Leitlinie außerorts, innerhalb von Knotenpunkten;Linie;163;;
01.04.2010;#001.8064;;Leitlinie innerorts, innerhalb von Knotenpunkten;Linie;164;;
01.04.2010;#001.8065;;Warnlinie außerorts;Linie;165;;
01.04.2010;#001.8066;;Warnlinie innerorts;Linie;166;;
01.04.2010;#001.8067;;einseitige Fahrbahnbegrenzung außerorts;Linie;167;;
01.04.2010;#001.8068;;einseitige Fahrbahnbegrenzung innerorts;Linie;168;;
01.04.2010;#001.8069;;Fahrstreifenbegrenzung Doppelstrich;Linie;169;;
01.04.2010;#000.8017;;Sperrfläche;Punkt;17;;
01.04.2010;#000.8017;;Sperrfläche;Linie;17;;
01.04.2010;#001.8071;;großes Schrägstrichgatter;Linie;171;;
01.04.2010;#017.8011;;Sperrfläche-groß (Schraffur links);Linie;1711;;
01.04.2010;#017.8012;;Sperrfläche-groß (schraffur rechts);Linie;1712;;
01.04.2010;#001.8072;;kleines Schrägstrichgatter;Linie;172;;
01.04.2010;#017.8021;;Sperrfläche-klein (Schraffur links);Linie;1721;;
01.04.2010;#017.8022;;Sperrfläche-klein (Schraffur rechts);Linie;1722;;
01.04.2010;#001.8073;;unterbrochene Sonderfahrstreifenbegrenzung Autobahn;Linie;173;;
01.04.2010;#001.8074;;unterbrochene Sonderfahrstreifenbegrenzung außerorts;Linie;174;;
01.04.2010;#001.8075;;unterbrochene Sonderfahrstreifenbegrenzung innerorts;Linie;175;;
01.04.2010;#001.8076;;Wechselfahrstreifenbegrenzung außerorts;Linie;176;;
01.04.2010;#001.8077;;Wechselfahrstreifenbegrenzung innerorts;Linie;177;;
01.04.2010;#001.8078;;Wechselfahrstreifenbegrenzung Autobahn;Linie;178;;
01.04.2010;#000.8018;;Quermarkierung;Punkt;18;;
01.04.2010;#000.8018;;Quermarkierung;Linie;18;;
01.04.2010;#001.8081;;Haltelinie;Linie;181;;
01.04.2010;#001.8082;;Wartelinie;Linie;182;;
01.04.2010;#001.8083;;Fußgängerüberweg;Linie;183;;
01.04.2010;#001.8084;;Fußgängerfurt;Linie;184;;
01.04.2010;#001.8085;;Radfahrerfurt;Linie;185;;
01.04.2010;#001.8086;;Sonderfahrstreifenbegrenzung / Bushaltebucht;Linie;186;;
01.04.2010;#001.8087;;Fahrbahnbegrenzung bei Zufahrten (Blockung 3 / 3);Linie;187;;
01.04.2010;#001.8088;;Fahrstreifenbegrenzung bei Zufahrten (Blockung 1,5 / 1,5);Linie;188;;
01.04.2010;#001.8089;;Grenzmarkierung Halte- und Parkverbote;Linie;189;;
01.04.2010;#000.8019;;sonstige Markierung;Punkt;19;;
01.04.2010;#000.8019;;sonstige Markierung;Linie;19;;
01.04.2010;#001.8091;;Richtungspfeile Positionierungspunkt;Punkt;191;;
01.04.2010;#001.8092;;Leitlinie Autobahn (durchgehender Schmalstrich);Linie;192;;
01.04.2010;#001.8093;;Leitlinie Autobahn (unterbrochener Schmalstrich);Linie;193;;
01.04.2010;#001.8094;;Leitlinie Autobahn, innerhalb von Knotenpunkten;Linie;194;;
01.04.2010;#001.8095;;Warnlinie Autobahn;Linie;195;;
01.04.2010;#001.8096;;Sonderfahrstreifenbegrenzung;Linie;196;;
01.04.2010;#001.8097;;Text (wie BUS, 30 , 50 u.ä.) Positionierungspunkt;Punkt;197;;
01.04.2010;#001.8097;;Fahrbahnbegrenzungslinie unterbrochen Autobahn;Linie;197;;
01.04.2010;#001.8098;;aufgemalte Verkehrszeichen und sonstiges, Positionierungspunkt;Punkt;198;;
01.04.2010;#001.8098;;aufgemalte Verkehrszeichen und sonstiges;Linie;198;;
01.04.2010;#000.8020;;Grenzpunkt ;Punkt;20;;
01.04.2010;#000.8020;;Grenzlinie;Linie;20;;
01.04.2010;#002.8001;;Grenzpunkt aufgemessen (nicht amtl. Koord.);Punkt;201;;
01.04.2010;#002.8001;;Grenze des Straßenflurstücks;Linie;201;;
01.04.2010;#002.8002;;Grenzpunkt aus ALK (amtl. endgültige Koord.) ;Punkt;202;;
01.04.2010;#002.8002;;Flurstücksgrenze aus ALK;Linie;202;;
01.04.2010;#002.8003;;Grenzpunkt aus ALK (grafische Koord.);Punkt;203;;
01.04.2010;#002.8004;;Grenzpunkt aus Digi./Konstr.;Punkt;204;;
01.04.2010;#002.8005;;unvermarkter Grenzpunkt aus ALK (amtl. endgültige Koord.);Punkt;205;;
01.04.2010;#002.8006;;unvermarkter Grenzpunkt aus ALK (grafische Koord.);Punkt;206;;
01.04.2010;#002.8007;;unvermarkter Grenzpunkt aus Digi./Konstr.;Punkt;207;;
01.04.2010;#002.8007;;Grenze Tank- und Rast GmbH;Linie;207;;
01.04.2010;#002.8008;;Grenzpunkt mit unklarer Codierung in ALK;Punkt;208;;
01.04.2010;#002.8009;;Kreismittelpunkt aus ALK;Punkt;209;;
01.04.2010;#002.8009;;Zuordnungspfeil für Flst.Nr. aus ALK;Linie;209;;
01.04.2010;#000.8021;;Grunderwerbsgrenzen;Punkt;21;;
01.04.2010;#000.8021;;Grunderwerbsgrenzen;Linie;21;;
01.04.2010;#002.8010;;Grunderwerb Sonderfläche;Punkt;210;;
01.04.2010;#002.8010;;Grunderwerb Sonderfläche;Linie;210;;
01.04.2010;#002.8011;;Grunderwerb Bund (für den Straßenbau zu erwerbende Fläche);Punkt;211;;
01.04.2010;#002.8011;;Grunderwerb Bund (für den Straßenbau zu erwerbende Fläche);Linie;211;;
01.04.2010;#002.8012;;Grunderwerb Land (für den Straßenbau zu erwerbende Fläche);Punkt;212;;
01.04.2010;#002.8012;;Grunderwerb Land (für den Straßenbau zu erwerbende Fläche);Linie;212;;
01.04.2010;#002.8013;;Grunderwerb Kreis (für den Straßenbau zu erwerbende Fläche);Punkt;213;;
01.04.2010;#002.8013;;Grunderwerb Kreis (für den Straßenbau zu erwerbende Fläche);Linie;213;;
01.04.2010;#002.8014;;Grunderwerb Gemeinde (für den Straßenbau zu erwerbende Fläche);Punkt;214;;
01.04.2010;#002.8014;;Grunderwerb Gemeinde (für den Straßenbau zu erwerbende Fläche);Linie;214;;
01.04.2010;#002.8015;;dauernd zu belastende (beanspruchte) Fläche (DB);Punkt;215;;
01.04.2010;#002.8015;;dauernd zu belastende (beanspruchte) Fläche (DB);Linie;215;;
01.04.2010;#002.8016;;vorübergehend in Anspruch zu nehmende Fläche (VB);Punkt;216;;
01.04.2010;#002.8016;;vorübergehend in Anspruch zu nehmende Fläche (VB);Linie;216;;
01.04.2010;#002.8017;;Grunderwerb Nebenanlagen (für Dritte zu erwerbende Fläche);Punkt;217;;
01.04.2010;#002.8017;;Grunderwerb Nebenanlagen (für Dritte zu erwerbende Fläche);Linie;217;;
01.04.2010;#002.8018;;Ausgleichsfläche (für landschaftspflegerische Maßnahmen zu erwerbende Fläche);Punkt;218;;
01.04.2010;#002.8018;;Ausgleichsfläche (für landschaftspflegerische Maßnahmen zu erwerbende Fläche);Linie;218;;
01.04.2010;#002.8019;;Grunderwerb Tauschfläche;Punkt;219;;
01.04.2010;#002.8019;;Grunderwerb Tauschfläche;Linie;219;;
01.04.2010;#000.8022;;Wohnhaus (aufgemessen);Punkt;22;;
01.04.2010;#000.8022;;Gebäudelinie Wohnhaus aus Aufnahme;Linie;22;;
01.04.2010;#002.8020;;Gebäudelinie Wohnhaus aus Aufnahme mit Schraffur ;Linie;220;;
01.04.2010;#002.8022;;Gebäudepunkt aus ALK (Differenzierung nur über Linienart möglich);Punkt;222;;
01.04.2010;#002.8022;;Gebäudelinie Wohnhaus aus ALK;Linie;222;;
01.04.2010;#002.8023;;Hochhausumrisslinie;Linie;223;;
01.04.2010;#002.8024;;Fensterhöhe (für Schallschutzberechnungen);Punkt;224;;
01.04.2010;#002.8024;;Gebäudelinie innen;Linie;224;;
01.04.2010;#002.8025;;EFH (Erdgeschoss-Fußboden-Höhe) ;Punkt;225;;
01.04.2010;#002.8025;;Gebäudelinie unterirdisch (allgem.);Linie;225;;
01.04.2010;#002.8026;;Wohnhaus aus Digitalisierung / Konstruktion;Punkt;226;;
01.04.2010;#002.8027;;Firsthöhe;Punkt;227;;
01.04.2010;#002.8027;;Firstlinie;Linie;227;;
01.04.2010;#002.8028;;Wohnhaus geplant / im Bau;Punkt;228;;
01.04.2010;#002.8028;;Gebäudelinie Wohnhaus geplant / im Bau;Linie;228;;
01.04.2010;#002.8029;;Wohnhaus oben *;Punkt;229;;
01.04.2010;#002.8029;;Gebäudelinie Wohnhaus oben *;Linie;229;;
01.04.2010;#000.8023;;gewerblich genutztes Gebäude (aufgemessen);Punkt;23;;
01.04.2010;#000.8023;;Gebäudelinie Gewerbegebäude aus Aufnahme;Linie;23;;
01.04.2010;#002.8030;;Gebäudelinie Gewerbegebäude aus Aufnahme mit Schraffur ;Linie;230;;
01.04.2010;#002.8032;;Gebäudelinie Gewerbegebäude aus ALK ;Linie;232;;
01.04.2010;#002.8035;;Gebäudelinie aus ALK - keine Schraffur;Linie;235;;
01.04.2010;#002.8036;;gewerblich genutztes Gebäude Digi./Konstruktion;Punkt;236;;
01.04.2010;#002.8038;;gewerblich genutztes Gebäude geplant / im Bau;Punkt;238;;
01.04.2010;#002.8038;;Gebäudelinie Gewerbegebäude geplant / im Bau;Linie;238;;
01.04.2010;#002.8039;;gewerblich genutztes Gebäude oben *;Punkt;239;;
01.04.2010;#002.8039;;Gebäudelinie Gewerbegebäude oben *;Linie;239;;
01.04.2010;#000.8024;;öffentliches Gebäude (aufgemessen) ;Punkt;24;;
01.04.2010;#000.8024;;Gebäudelinie öffentl. Gebäude aus Aufnahme;Linie;24;;
01.04.2010;#002.8040;;Gebäudelinie öffentliches Gebäude aus Aufnahme mit Schraffur ;Linie;240;;
01.04.2010;#002.8042;;Gebäudelinie öffentliches Gebäude aus ALK ;Linie;242;;
01.04.2010;#002.8046;;öffentliches Gebäude aus Digi./Konstruktion;Punkt;246;;
01.04.2010;#002.8048;;öffentliches Gebäude geplant / im Bau;Punkt;248;;
01.04.2010;#002.8048;;Gebäudelinie öffentliches Gebäude geplant / im Bau;Linie;248;;
01.04.2010;#002.8049;;öffentliches Gebäude oben *;Punkt;249;;
01.04.2010;#002.8049;;Gebäudelinie öffentliches Gebäudelinie oben *;Linie;249;;
01.04.2010;#000.8025;;Überdachung, Durchfahrt (aufgemessen);Punkt;25;;
01.04.2010;#000.8025;;Umgrenzung der Überdachung (allgemein);Linie;25;;
01.04.2010;#002.8051;;Umgrenzung der Überdachung / Durchfahrt (geschlossen);Linie;251;;
01.04.2010;#002.8052;;Umgrenzung der Überdachung / Durchfahrt (offen);Linie;252;;
01.04.2010;#002.8053;;Überdachungsdiagonale (gestrichelt);Linie;253;;
01.04.2010;#002.8056;;Überdachung/Durchfahrt aus Digi. / Konstruktion;Punkt;256;;
01.04.2010;#002.8059;;Überdachung oben *;Punkt;259;;
01.04.2010;#002.8059;;Überdachung oben *;Linie;259;;
01.04.2010;#000.8026;;Gebäudeanbau (aufgemessen);Punkt;26;;
01.04.2010;#000.8026;;Gebäudeanbau;Linie;26;;
01.04.2010;#002.8061;;Kellerfenster;Punkt;261;;
01.04.2010;#002.8062;;Lichtschacht;Punkt;262;;
01.04.2010;#002.8062;;Lichtschacht Umrisslinie;Linie;262;;
01.04.2010;#002.8063;;Terrasse;Punkt;263;;
01.04.2010;#002.8063;;Terrasse Umrisslinie;Linie;263;;
01.04.2010;#002.8065;;Gebäudeeingang;Punkt;265;;
01.04.2010;#002.8065;;Gebäudeeingang;Linie;265;;
01.02.2011;#002.8066;;Gebäudeanbau aus Digi. / Konstruktion;Punkt;266;;
01.05.2011;#002.8067;;Gebäudesockel;Punkt;267;;
01.05.2011;#002.8067;;Gebäudesockel;Linie;267;;
01.05.2011;#002.8068;;Gebäudefundament;Punkt;268;;
01.05.2011;#002.8068;;Gebäudefundament;Linie;268;;
01.04.2010;#002.8069;;Anbau oben *;Punkt;269;;
01.04.2010;#002.8069;;Anbau oben *;Linie;269;;
01.04.2010;#000.8027;;Bauleitplanung (Grenzpunkt);Punkt;27;;
01.04.2010;#000.8027;;Bauleitplanung (Grenzlinie);Linie;27;;
01.04.2010;#002.8071;;Grenzlinie Bebauungsplan;Punkt;271;;
01.04.2010;#002.8071;;Grenzlinie Bebauungsplan;Linie;271;;
01.04.2010;#002.8072;;Wohnbaufläche;Punkt;272;;
01.04.2010;#002.8072;;Wohnbaufläche;Linie;272;;
01.04.2010;#027.8021;;Kleinsiedlungsgebiet;Punkt;2721;;
01.04.2010;#027.8021;;Kleinsiedlungsgebiet;Linie;2721;;
01.04.2010;#027.8022;;reines Wohngebiet;Punkt;2722;;
01.04.2010;#027.8022;;reines Wohngebiet;Linie;2722;;
01.04.2010;#027.8023;;allgemeines Wohngebiet;Punkt;2723;;
01.04.2010;#027.8023;;allgemeines Wohngebiet;Linie;2723;;
01.04.2010;#027.8024;;besonderes Wohngebiet;Punkt;2724;;
01.04.2010;#027.8024;;besonderes Wohngebiet;Linie;2724;;
01.04.2010;#002.8073;;Gemischte Baufläche;Punkt;273;;
01.04.2010;#002.8073;;Gemischte Baufläche;Linie;273;;
01.04.2010;#027.8031;;Dorfgebiet;Punkt;2731;;
01.04.2010;#027.8031;;Dorfgebiet;Linie;2731;;
01.04.2010;#027.8032;;Mischgebiet;Punkt;2732;;
01.04.2010;#027.8032;;Mischgebiet;Linie;2732;;
01.04.2010;#027.8033;;Kerngebiet;Punkt;2733;;
01.04.2010;#027.8033;;Kerngebiet;Linie;2733;;
01.04.2010;#002.8074;;Gewerbliche Baufläche;Punkt;274;;
01.04.2010;#002.8074;;Gewerbliche Baufläche;Linie;274;;
01.04.2010;#027.8041;;Gewerbegebiet;Punkt;2741;;
01.04.2010;#027.8041;;Gewerbegebiet;Linie;2741;;
01.04.2010;#027.8042;;Industriegebiet;Punkt;2742;;
01.04.2010;#027.8042;;Industriegebiet;Linie;2742;;
01.04.2010;#002.8075;;Sonderbaufläche;Punkt;275;;
01.04.2010;#002.8075;;Sonderbaufläche;Linie;275;;
01.04.2010;#027.8051;;sonstiges Sondergebiet (Krankenhaus);Punkt;2751;;
01.04.2010;#027.8051;;sonstiges Sondergebiet (Krankenhaus);Linie;2751;;
01.04.2010;#027.8052;;sonstiges Sondergebiet (Schule);Punkt;2752;;
01.04.2010;#027.8052;;sonstiges Sondergebiet (Schule);Linie;2752;;
01.04.2010;#002.8076;;Grenzpunkt Flächennutzungsplan;Punkt;276;;
01.04.2010;#002.8076;;Grenzlinie Flächennutzungsplan;Linie;276;;
01.04.2010;#000.8028;;Gemarkungsgrenzpunkt (aufgemessen);Punkt;28;;
01.04.2010;#000.8028;;Gemarkungsgrenze (allgemein);Linie;28;;
01.04.2010;#002.8080;;Gemarkungsgrenze;Linie;280;;
01.04.2010;#002.8081;;Flurgrenze;Linie;281;;
01.04.2010;#002.8082;;Gemarkungsgrenzpunkt amtl. Koordinaten (bei Umkodierung der ALK-Punkte);Punkt;282;;
01.04.2010;#002.8082;;Gemeinde-, Stadtgrenze;Linie;282;;
01.04.2010;#002.8083;;Kreisgrenze;Linie;283;;
01.04.2010;#002.8084;;Grenze der Region;Linie;284;;
01.04.2010;#002.8085;;RP-Bezirksgrenze;Linie;285;;
01.04.2010;#002.8086;;Gemarkungsgrenzpunkt aus Digi. / Konstruktion;Punkt;286;;
01.04.2010;#002.8086;;Landesgrenze;Linie;286;;
01.04.2010;#002.8087;;Bundesgrenze;Linie;287;;
01.04.2010;#002.8088;;Flurbereinigungsgebietsgrenzpunkt;Punkt;288;;
01.04.2010;#002.8088;;Flurbereinigungsgebietsgrenze;Linie;288;;
01.04.2010;#000.8029;;Nutzungsgrenze ;Punkt;29;;
01.04.2010;#000.8029;;Nutzungsgrenzlinie ;Linie;29;;
01.04.2010;#002.8090;;Nutzungsgrenze aus Befliegung oder Geländeaufnahme;Linie;290;;
01.04.2010;#002.8095;;Acker;Linie;295;;
01.04.2010;#002.8096;;Funktionsfläche (z. B. Tank- und Rastanlagen);Linie;296;;
01.04.2010;#002.8097;;Grünland (intensiv);Linie;297;;
01.04.2010;#002.8098;;Grünland (extensiv);Linie;298;;
01.04.2010;#002.8099;;Brachfläche, Unland;Linie;299;;
01.04.2010;#000.8030;;Wegrand ;Punkt;30;;
01.04.2010;#000.8030;;Wegrand ;Linie;30;;
01.04.2010;#003.8001;;Wegrand aufgemessen;Punkt;301;;
01.04.2010;#003.8001;;Grasweg / Erdweg;Linie;301;;
01.04.2010;#003.8002;;Wegrand aus berechneten Koordinaten;Punkt;302;;
01.04.2010;#003.8002;;wassergebunden befestigter Weg;Linie;302;;
01.04.2010;#003.8003;;bit. befestigter Weg;Linie;303;;
01.04.2010;#003.8004;;gepflasterter Weg;Linie;304;;
01.04.2010;#003.8005;;Wegmitte;Punkt;305;;
01.04.2010;#003.8005;;sonstiger befestigter Weg;Linie;305;;
01.04.2010;#003.8006;;Wegrand digitalisiert / Konstruktion;Punkt;306;;
01.04.2010;#003.8006;;bit. Gehweg;Linie;306;;
01.04.2010;#003.8007;;bit. Radweg;Linie;307;;
01.04.2010;#003.8008;;bit. kombinierter Rad-/Gehweg;Linie;308;;
01.04.2010;#003.8009;;bit. Mehrzweckweg;Linie;309;;
01.04.2010;#000.8031;;Mulde (Tiefpunkt);Punkt;31;;
01.04.2010;#000.8031;;Muldensohle;Linie;31;;
01.04.2010;#003.8011;;Mulde unbefestigt;Linie;311;;
01.04.2010;#003.8012;;Mulde befestigt;Linie;312;;
01.04.2010;#003.8019;;Muldenaußenrand (Punkt der Begrenzungslinie);Punkt;319;;
01.04.2010;#003.8019;;Muldenaußenrandlinie;Linie;319;;
01.04.2010;#000.8032;;Sonderbauwerke (alt 42);Punkt;32;;
01.04.2010;#000.8032;;Sonderbauwerke (alt 42);Linie;32;;
01.04.2010;#003.8022;;Stahlfertigteildurchlaß sichtbarer Teil (alt 427);Punkt;322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2010;#003.8022;;Stahlfertigteildurchlaß sichtbarer Teil (alt 427);Linie;322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2010;#003.8023;;Stahlfertigteildurchlaß unsichtbarer Teil (alt 428);Punkt;323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2010;#003.8023;;Stahlfertigteildurchlaß unsichtbarer Teil (alt 428);Linie;323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
